week_start,year,port,country,region,throughput_teu_mn,vessels_at_anchor,avg_wait_days,congestion_index,port_utilization_pct,berth_delay_hrs
2023-04-24,2023,Ningbo,China,Asia,30,14,27.3,0.97,0.728,319.1
2023-05-01,2023,Ningbo,China,Asia,30,24,35.6,1.27,0.99,422.8
2023-05-08,2023,Ningbo,China,Asia,30,21,32.8,1.17,0.817,399.6
2023-05-15,2023,Ningbo,China,Asia,30,3,23.7,0.84,0.638,301.3
2023-05-22,2023,Ningbo,China,Asia,30,38,57.5,2.05,0.99,674.9
2023-05-29,2023,Ningbo,China,Asia,30,14,39.3,1.4,0.99,472.9
2023-06-05,2023,Ningbo,China,Asia,30,24,33.6,1.2,0.858,403.8
2023-06-12,2023,Ningbo,China,Asia,30,12,30.3,1.08,0.857,355.1
2023-06-19,2023,Ningbo,China,Asia,30,17,39.4,1.41,0.99,468.8
2023-06-26,2023,Ningbo,China,Asia,30,11,36.4,1.3,0.99,434.1
2023-07-03,2023,Ningbo,China,Asia,30,29,32.4,1.16,0.92,386.2
2023-07-10,2023,Ningbo,China,Asia,30,9,39.2,1.4,0.99,467.8
2023-07-17,2023,Ningbo,China,Asia,30,16,27.7,0.99,0.751,329.2
2023-07-24,2023,Ningbo,China,Asia,30,40,32.8,1.17,0.887,376.9
2023-07-31,2023,Ningbo,China,Asia,30,17,25.3,0.9,0.759,298.6
2023-08-07,2023,Ningbo,China,Asia,30,35,52.0,1.86,0.99,622.4
2023-08-14,2023,Ningbo,China,Asia,30,28,39.5,1.41,0.99,469.1
2023-08-21,2023,Ningbo,China,Asia,30,36,36.2,1.29,0.99,441.2
2023-08-28,2023,Ningbo,China,Asia,30,24,43.3,1.54,0.99,526.3
2023-09-04,2023,Ningbo,China,Asia,30,25,45.2,1.62,0.99,545.9
2023-09-11,2023,Ningbo,China,Asia,30,15,37.2,1.33,0.99,433.7
2023-09-18,2023,Ningbo,China,Asia,30,13,48.0,1.72,0.99,596.9
2023-09-25,2023,Ningbo,China,Asia,30,9,29.7,1.06,0.827,349.8
2023-10-02,2023,Ningbo,China,Asia,30,17,47.1,1.68,0.99,555.1
2023-10-09,2023,Ningbo,China,Asia,30,10,24.1,0.86,0.607,300.9
2023-10-16,2023,Ningbo,China,Asia,30,6,25.8,0.92,0.735,304.7
2023-10-23,2023,Ningbo,China,Asia,30,26,25.9,0.92,0.68,308.7
2023-10-30,2023,Ningbo,China,Asia,30,24,35.9,1.28,0.99,423.8
2023-11-06,2023,Ningbo,China,Asia,30,15,34.8,1.24,0.99,408.7
2023-11-13,2023,Ningbo,China,Asia,30,19,62.6,2.24,0.99,741.9
2023-11-20,2023,Ningbo,China,Asia,30,7,27.3,0.98,0.722,324.5
2023-11-27,2023,Ningbo,China,Asia,30,19,29.6,1.06,0.793,347.9
2023-12-04,2023,Ningbo,China,Asia,30,25,34.3,1.22,0.963,410.3
2023-12-11,2023,Ningbo,China,Asia,30,5,26.4,0.94,0.685,327.4
2023-12-18,2023,Ningbo,China,Asia,30,12,43.2,1.54,0.99,511.3
2023-12-25,2023,Ningbo,China,Asia,30,18,30.3,1.08,0.832,380.1
2024-01-01,2024,Ningbo,China,Asia,30,42,51.7,1.85,0.99,616.6
2024-01-08,2024,Ningbo,China,Asia,30,18,43.9,1.57,0.99,529.9
2024-01-15,2024,Ningbo,China,Asia,30,21,40.4,1.44,0.99,472.8
2024-01-22,2024,Ningbo,China,Asia,30,27,59.8,2.14,0.99,712.1
2024-01-29,2024,Ningbo,China,Asia,30,16,25.0,0.89,0.655,301.5
2024-02-05,2024,Ningbo,China,Asia,30,16,50.2,1.79,0.99,591.8
2024-02-12,2024,Ningbo,China,Asia,30,39,34.3,1.22,0.987,409.5
2024-02-19,2024,Ningbo,China,Asia,30,15,32.4,1.16,0.909,385.9
2024-02-26,2024,Ningbo,China,Asia,30,11,43.2,1.54,0.99,520.8
2024-03-04,2024,Ningbo,China,Asia,30,19,28.2,1.01,0.786,324.0
2024-03-11,2024,Ningbo,China,Asia,30,3,38.8,1.39,0.99,464.2
2024-03-18,2024,Ningbo,China,Asia,30,46,60.0,2.14,0.99,704.3
2024-03-25,2024,Ningbo,China,Asia,30,6,31.3,1.12,0.945,375.4
2024-04-01,2024,Ningbo,China,Asia,30,20,47.7,1.7,0.99,572.5
2024-04-08,2024,Ningbo,China,Asia,30,28,49.8,1.78,0.99,611.1
2024-04-15,2024,Ningbo,China,Asia,30,13,35.1,1.25,0.865,426.6
2024-04-22,2024,Ningbo,China,Asia,30,20,38.8,1.38,0.99,460.6
2024-04-29,2024,Ningbo,China,Asia,30,21,34.5,1.23,0.986,411.7
2024-05-06,2024,Ningbo,China,Asia,30,23,47.9,1.71,0.99,576.6
2024-05-13,2024,Ningbo,China,Asia,30,15,26.9,0.96,0.688,314.7
2024-05-20,2024,Ningbo,China,Asia,30,10,22.8,0.81,0.7,272.9
2024-05-27,2024,Ningbo,China,Asia,30,48,44.4,1.59,0.99,526.6
2024-06-03,2024,Ningbo,China,Asia,30,16,32.3,1.15,0.875,383.2
2024-06-10,2024,Ningbo,China,Asia,30,36,48.4,1.73,0.99,573.7
2024-06-17,2024,Ningbo,China,Asia,30,21,33.7,1.2,0.983,425.5
2024-06-24,2024,Ningbo,China,Asia,30,13,33.6,1.2,0.961,398.3
2024-07-01,2024,Ningbo,China,Asia,30,14,36.5,1.3,0.912,438.8
2024-07-08,2024,Ningbo,China,Asia,30,29,36.1,1.29,0.99,423.3
2024-07-15,2024,Ningbo,China,Asia,30,0,35.4,1.27,0.939,430.3
2024-07-22,2024,Ningbo,China,Asia,30,25,35.5,1.27,0.911,424.4
2024-07-29,2024,Ningbo,China,Asia,30,24,33.6,1.2,0.962,407.9
2024-08-05,2024,Ningbo,China,Asia,30,22,55.6,1.98,0.99,658.4
2024-08-12,2024,Ningbo,China,Asia,30,19,28.8,1.03,0.743,350.7
2024-08-19,2024,Ningbo,China,Asia,30,29,38.8,1.38,0.99,465.6
2024-08-26,2024,Ningbo,China,Asia,30,14,42.9,1.53,0.99,518.9
2024-09-02,2024,Ningbo,China,Asia,30,14,37.5,1.34,0.99,463.0
2024-09-09,2024,Ningbo,China,Asia,30,12,33.8,1.21,0.874,405.7
2024-09-16,2024,Ningbo,China,Asia,30,31,44.5,1.59,0.99,542.1
2024-09-23,2024,Ningbo,China,Asia,30,35,45.4,1.62,0.99,557.1
2024-09-30,2024,Ningbo,China,Asia,30,6,36.2,1.29,0.99,441.0
2024-10-07,2024,Ningbo,China,Asia,30,45,56.0,2.0,0.99,676.5
2024-10-14,2024,Ningbo,China,Asia,30,6,40.0,1.43,0.99,475.8
2024-10-21,2024,Ningbo,China,Asia,30,20,39.8,1.42,0.99,477.4
2024-10-28,2024,Ningbo,China,Asia,30,0,47.7,1.71,0.99,582.6
2024-11-04,2024,Ningbo,China,Asia,30,41,60.3,2.15,0.99,725.2
2024-11-11,2024,Ningbo,China,Asia,30,23,37.8,1.35,0.99,447.6
2024-11-18,2024,Ningbo,China,Asia,30,7,33.2,1.19,0.947,398.8
2024-11-25,2024,Ningbo,China,Asia,30,12,34.5,1.23,0.982,420.7
2024-12-02,2024,Ningbo,China,Asia,30,5,28.5,1.02,0.832,330.9
2024-12-09,2024,Ningbo,China,Asia,30,39,43.3,1.55,0.99,526.0
2024-12-16,2024,Ningbo,China,Asia,30,47,45.1,1.61,0.99,537.8
2024-12-23,2024,Ningbo,China,Asia,30,19,46.7,1.67,0.99,560.4
2024-12-30,2024,Ningbo,China,Asia,30,16,39.1,1.4,0.99,464.4
2019-01-07,2019,Shenzhen,China,Asia,28,8,27.1,1.04,0.851,330.2
2019-01-14,2019,Shenzhen,China,Asia,28,6,30.7,1.18,0.852,367.9
2019-01-21,2019,Shenzhen,China,Asia,28,32,40.2,1.54,0.99,485.3
2019-01-28,2019,Shenzhen,China,Asia,28,4,29.0,1.12,0.925,346.6
2019-02-04,2019,Shenzhen,China,Asia,28,12,25.6,0.99,0.815,301.7
2019-02-11,2019,Shenzhen,China,Asia,28,11,20.1,0.77,0.522,239.1
2019-02-18,2019,Shenzhen,China,Asia,28,20,31.1,1.19,0.974,377.8
2019-02-25,2019,Shenzhen,China,Asia,28,13,37.3,1.44,0.99,444.4
2019-03-04,2019,Shenzhen,China,Asia,28,14,30.0,1.15,0.969,355.9
2019-03-11,2019,Shenzhen,China,Asia,28,20,32.1,1.23,0.962,389.7
2019-03-18,2019,Shenzhen,China,Asia,28,15,27.0,1.04,0.803,318.9
2019-03-25,2019,Shenzhen,China,Asia,28,1,24.7,0.95,0.775,286.8
2019-04-01,2019,Shenzhen,China,Asia,28,16,25.2,0.97,0.789,287.8
2019-04-08,2019,Shenzhen,China,Asia,28,15,25.6,0.99,0.771,318.5
2019-04-15,2019,Shenzhen,China,Asia,28,0,23.0,0.88,0.722,271.5
2019-04-22,2019,Shenzhen,China,Asia,28,9,20.0,0.77,0.648,229.6
2019-04-29,2019,Shenzhen,China,Asia,28,10,36.9,1.42,0.99,433.2
2019-05-06,2019,Shenzhen,China,Asia,28,12,26.2,1.01,0.725,336.6
2019-05-13,2019,Shenzhen,China,Asia,28,9,24.1,0.93,0.763,304.2
2019-05-20,2019,Shenzhen,China,Asia,28,6,30.8,1.18,0.932,354.4
2019-05-27,2019,Shenzhen,China,Asia,28,2,29.8,1.14,0.861,357.2
2019-06-03,2019,Shenzhen,China,Asia,28,12,27.8,1.07,0.895,339.3
2019-06-10,2019,Shenzhen,China,Asia,28,5,28.6,1.1,0.927,337.3
2019-06-17,2019,Shenzhen,China,Asia,28,33,33.7,1.3,0.99,413.2
2019-06-24,2019,Shenzhen,China,Asia,28,7,16.4,0.63,0.535,203.9
2019-07-01,2019,Shenzhen,China,Asia,28,9,21.7,0.83,0.548,263.1
2019-07-08,2019,Shenzhen,China,Asia,28,15,19.6,0.75,0.635,231.4
2019-07-15,2019,Shenzhen,China,Asia,28,12,28.1,1.08,0.853,328.2
2019-07-22,2019,Shenzhen,China,Asia,28,2,28.5,1.1,0.783,341.6
2019-07-29,2019,Shenzhen,China,Asia,28,14,25.2,0.97,0.73,317.4
2019-08-05,2019,Shenzhen,China,Asia,28,14,26.6,1.02,0.807,327.6
2019-08-12,2019,Shenzhen,China,Asia,28,17,28.3,1.09,0.88,325.6
2019-08-19,2019,Shenzhen,China,Asia,28,9,19.9,0.76,0.589,243.3
2019-08-26,2019,Shenzhen,China,Asia,28,16,26.1,1.0,0.733,312.9
2019-09-02,2019,Shenzhen,China,Asia,28,12,21.3,0.82,0.563,257.9
2019-09-09,2019,Shenzhen,China,Asia,28,8,20.9,0.8,0.662,252.1
2019-09-16,2019,Shenzhen,China,Asia,28,6,20.3,0.78,0.549,230.2
2019-09-23,2019,Shenzhen,China,Asia,28,16,26.5,1.02,0.812,322.4
2019-09-30,2019,Shenzhen,China,Asia,28,11,26.0,1.0,0.736,307.9
2019-10-07,2019,Shenzhen,China,Asia,28,6,21.3,0.82,0.643,255.0
2019-10-14,2019,Shenzhen,China,Asia,28,6,41.2,1.58,0.99,482.7
2019-10-21,2019,Shenzhen,China,Asia,28,10,24.5,0.94,0.77,290.8
2019-10-28,2019,Shenzhen,China,Asia,28,9,25.3,0.97,0.702,298.0
2019-11-04,2019,Shenzhen,China,Asia,28,12,24.6,0.94,0.759,292.8
2019-11-11,2019,Shenzhen,China,Asia,28,1,25.0,0.96,0.773,294.9
2019-11-18,2019,Shenzhen,China,Asia,28,24,29.1,1.12,0.865,340.8
2019-11-25,2019,Shenzhen,China,Asia,28,15,25.9,1.0,0.765,306.7
2019-12-02,2019,Shenzhen,China,Asia,28,17,28.3,1.09,0.835,326.3
2019-12-09,2019,Shenzhen,China,Asia,28,8,27.8,1.07,0.844,335.3
2019-12-16,2019,Shenzhen,China,Asia,28,10,19.6,0.75,0.608,240.1
2019-12-23,2019,Shenzhen,China,Asia,28,0,26.5,1.02,0.845,320.8
2019-12-30,2019,Shenzhen,China,Asia,28,6,21.7,0.83,0.66,265.9
2020-01-06,2020,Shenzhen,China,Asia,28,17,24.2,0.93,0.653,281.6
2020-01-13,2020,Shenzhen,China,Asia,28,5,19.1,0.73,0.633,245.4
2020-01-20,2020,Shenzhen,China,Asia,28,9,26.9,1.04,0.799,327.0
2020-01-27,2020,Shenzhen,China,Asia,28,7,20.6,0.79,0.674,238.4
2020-02-03,2020,Shenzhen,China,Asia,28,11,23.2,0.89,0.708,273.8
2020-02-10,2020,Shenzhen,China,Asia,28,17,26.3,1.01,0.868,314.6
2020-02-17,2020,Shenzhen,China,Asia,28,22,25.8,0.99,0.753,299.5
2020-02-24,2020,Shenzhen,China,Asia,28,20,27.0,1.04,0.824,323.2
2020-03-02,2020,Shenzhen,China,Asia,28,10,20.9,0.8,0.677,241.2
2020-03-09,2020,Shenzhen,China,Asia,28,10,25.1,0.96,0.724,302.7
2020-03-16,2020,Shenzhen,China,Asia,28,16,27.8,1.07,0.795,320.3
2020-03-23,2020,Shenzhen,China,Asia,28,10,27.0,1.04,0.885,339.6
2020-03-30,2020,Shenzhen,China,Asia,28,9,35.0,1.35,0.99,427.5
2020-04-06,2020,Shenzhen,China,Asia,28,29,72.6,2.79,0.99,871.8
2020-04-13,2020,Shenzhen,China,Asia,28,6,60.1,2.31,0.99,719.5
2020-04-20,2020,Shenzhen,China,Asia,28,37,66.5,2.56,0.99,797.9
2020-04-27,2020,Shenzhen,China,Asia,28,32,73.3,2.82,0.99,883.7
2020-05-04,2020,Shenzhen,China,Asia,28,7,45.4,1.75,0.99,547.0
2020-05-11,2020,Shenzhen,China,Asia,28,0,56.2,2.16,0.99,683.9
2020-05-18,2020,Shenzhen,China,Asia,28,23,50.5,1.94,0.99,612.8
2020-05-25,2020,Shenzhen,China,Asia,28,0,78.6,3.02,0.99,948.5
2020-06-01,2020,Shenzhen,China,Asia,28,36,121.1,4.66,0.99,1453.1
2020-06-08,2020,Shenzhen,China,Asia,28,35,53.3,2.05,0.99,638.6
2020-06-15,2020,Shenzhen,China,Asia,28,33,53.8,2.07,0.99,643.3
2020-06-22,2020,Shenzhen,China,Asia,28,64,79.0,3.04,0.99,946.5
2020-06-29,2020,Shenzhen,China,Asia,28,14,30.5,1.17,0.883,364.4
2020-07-06,2020,Shenzhen,China,Asia,28,23,47.3,1.82,0.99,557.5
2020-07-13,2020,Shenzhen,China,Asia,28,21,83.5,3.21,0.99,1009.7
2020-07-20,2020,Shenzhen,China,Asia,28,53,76.1,2.93,0.99,919.3
2020-07-27,2020,Shenzhen,China,Asia,28,52,87.4,3.36,0.99,1044.1
2020-08-03,2020,Shenzhen,China,Asia,28,24,71.3,2.74,0.99,855.2
2020-08-10,2020,Shenzhen,China,Asia,28,46,59.4,2.28,0.99,713.8
2020-08-17,2020,Shenzhen,China,Asia,28,9,75.8,2.91,0.99,916.0
2020-08-24,2020,Shenzhen,China,Asia,28,51,59.0,2.27,0.99,694.6
2020-08-31,2020,Shenzhen,China,Asia,28,52,72.9,2.8,0.99,877.9
2020-09-07,2020,Shenzhen,China,Asia,28,21,72.4,2.78,0.99,869.8
2020-09-14,2020,Shenzhen,China,Asia,28,15,75.9,2.92,0.99,908.8
2020-09-21,2020,Shenzhen,China,Asia,28,32,65.6,2.52,0.99,797.1
2020-09-28,2020,Shenzhen,China,Asia,28,21,49.2,1.89,0.99,584.9
2020-10-05,2020,Shenzhen,China,Asia,28,39,67.6,2.6,0.99,815.0
2020-10-12,2020,Shenzhen,China,Asia,28,33,108.2,4.16,0.99,1290.6
2020-10-19,2020,Shenzhen,China,Asia,28,12,46.9,1.8,0.99,572.2
2020-10-26,2020,Shenzhen,China,Asia,28,57,91.8,3.53,0.99,1099.2
2020-11-02,2020,Shenzhen,China,Asia,28,27,35.5,1.36,0.99,419.5
2020-11-09,2020,Shenzhen,China,Asia,28,32,67.6,2.6,0.99,802.2
2020-11-16,2020,Shenzhen,China,Asia,28,43,57.7,2.22,0.99,685.5
2020-11-23,2020,Shenzhen,China,Asia,28,11,39.8,1.53,0.99,480.3
2020-11-30,2020,Shenzhen,China,Asia,28,0,45.5,1.75,0.99,538.9
2020-12-07,2020,Shenzhen,China,Asia,28,22,71.2,2.74,0.99,855.0
2020-12-14,2020,Shenzhen,China,Asia,28,80,117.4,4.51,0.99,1411.4
2020-12-21,2020,Shenzhen,China,Asia,28,7,34.2,1.32,0.926,424.5
2020-12-28,2020,Shenzhen,China,Asia,28,54,91.5,3.52,0.99,1085.6
2021-01-04,2021,Shenzhen,China,Asia,28,101,106.7,4.11,0.99,1276.3
2021-01-11,2021,Shenzhen,China,Asia,28,48,57.7,2.22,0.99,678.1
2021-01-18,2021,Shenzhen,China,Asia,28,14,80.5,3.1,0.99,967.8
2021-01-25,2021,Shenzhen,China,Asia,28,66,95.3,3.66,0.99,1151.8
2021-02-01,2021,Shenzhen,China,Asia,28,127,101.0,3.88,0.99,1204.9
2021-02-08,2021,Shenzhen,China,Asia,28,34,77.3,2.97,0.99,929.8
2021-02-15,2021,Shenzhen,China,Asia,28,29,54.4,2.09,0.99,649.5
2021-02-22,2021,Shenzhen,China,Asia,28,159,148.4,5.71,0.99,1779.6
2021-03-01,2021,Shenzhen,China,Asia,28,24,87.2,3.36,0.99,1053.4
2021-03-08,2021,Shenzhen,China,Asia,28,101,95.9,3.69,0.99,1142.2
2021-03-15,2021,Shenzhen,China,Asia,28,30,100.6,3.87,0.99,1194.4
2021-03-22,2021,Shenzhen,China,Asia,28,23,68.2,2.62,0.99,827.7
2021-03-29,2021,Shenzhen,China,Asia,28,128,202.4,7.79,0.99,2435.3
2021-04-05,2021,Shenzhen,China,Asia,28,2,73.7,2.84,0.99,876.6
2021-04-12,2021,Shenzhen,China,Asia,28,60,113.5,4.37,0.99,1369.7
2021-04-19,2021,Shenzhen,China,Asia,28,89,162.5,6.25,0.99,1951.3
2021-04-26,2021,Shenzhen,China,Asia,28,41,91.8,3.53,0.99,1103.1
2021-05-03,2021,Shenzhen,China,Asia,28,45,139.5,5.37,0.99,1680.3
2021-05-10,2021,Shenzhen,China,Asia,28,87,158.4,6.09,0.99,1910.8
2021-05-17,2021,Shenzhen,China,Asia,28,61,130.5,5.02,0.99,1558.7
2021-05-24,2021,Shenzhen,China,Asia,28,42,87.4,3.36,0.99,1055.9
2021-05-31,2021,Shenzhen,China,Asia,28,30,79.3,3.05,0.99,951.6
2021-06-07,2021,Shenzhen,China,Asia,28,49,101.6,3.91,0.99,1215.1
2021-06-14,2021,Shenzhen,China,Asia,28,65,85.5,3.29,0.99,1024.7
2021-06-21,2021,Shenzhen,China,Asia,28,58,96.6,3.72,0.99,1155.2
2021-06-28,2021,Shenzhen,China,Asia,28,85,111.8,4.3,0.99,1332.7
2021-07-05,2021,Shenzhen,China,Asia,28,69,95.9,3.69,0.99,1149.9
2021-07-12,2021,Shenzhen,China,Asia,28,46,116.1,4.47,0.99,1389.9
2021-07-19,2021,Shenzhen,China,Asia,28,43,139.5,5.37,0.99,1680.9
2021-07-26,2021,Shenzhen,China,Asia,28,44,92.1,3.54,0.99,1096.1
2021-08-02,2021,Shenzhen,China,Asia,28,63,176.4,6.79,0.99,2131.1
2021-08-09,2021,Shenzhen,China,Asia,28,37,84.5,3.25,0.99,1013.4
2021-08-16,2021,Shenzhen,China,Asia,28,21,109.2,4.2,0.99,1308.5
2021-08-23,2021,Shenzhen,China,Asia,28,77,134.7,5.18,0.99,1616.8
2021-08-30,2021,Shenzhen,China,Asia,28,34,55.9,2.15,0.99,686.4
2021-09-06,2021,Shenzhen,China,Asia,28,30,116.9,4.5,0.99,1399.9
2021-09-13,2021,Shenzhen,China,Asia,28,70,138.7,5.33,0.99,1650.8
2021-09-20,2021,Shenzhen,China,Asia,28,109,129.4,4.98,0.99,1559.9
2021-09-27,2021,Shenzhen,China,Asia,28,99,174.7,6.72,0.99,2098.3
2021-10-04,2021,Shenzhen,China,Asia,28,119,188.8,7.26,0.99,2262.4
2021-10-11,2021,Shenzhen,China,Asia,28,50,107.5,4.13,0.99,1298.9
2021-10-18,2021,Shenzhen,China,Asia,28,23,45.6,1.75,0.99,535.9
2021-10-25,2021,Shenzhen,China,Asia,28,48,152.4,5.86,0.99,1844.1
2021-11-01,2021,Shenzhen,China,Asia,28,112,174.5,6.71,0.99,2093.0
2021-11-08,2021,Shenzhen,China,Asia,28,181,259.3,8.0,0.99,3100.0
2021-11-15,2021,Shenzhen,China,Asia,28,71,146.2,5.62,0.99,1757.6
2021-11-22,2021,Shenzhen,China,Asia,28,66,104.6,4.02,0.99,1250.8
2021-11-29,2021,Shenzhen,China,Asia,28,56,150.1,5.77,0.99,1796.8
2021-12-06,2021,Shenzhen,China,Asia,28,78,183.2,7.05,0.99,2212.5
2021-12-13,2021,Shenzhen,China,Asia,28,0,86.7,3.34,0.99,1037.8
2021-12-20,2021,Shenzhen,China,Asia,28,29,82.4,3.17,0.99,999.2
2021-12-27,2021,Shenzhen,China,Asia,28,101,124.2,4.78,0.99,1488.2
2022-01-03,2022,Shenzhen,China,Asia,28,49,76.8,2.95,0.99,929.4
2022-01-10,2022,Shenzhen,China,Asia,28,43,79.8,3.07,0.99,954.6
2022-01-17,2022,Shenzhen,China,Asia,28,18,61.4,2.36,0.99,742.2
2022-01-24,2022,Shenzhen,China,Asia,28,20,125.9,4.84,0.99,1508.4
2022-01-31,2022,Shenzhen,China,Asia,28,40,109.6,4.21,0.99,1303.5
2022-02-07,2022,Shenzhen,China,Asia,28,45,99.8,3.84,0.99,1195.5
2022-02-14,2022,Shenzhen,China,Asia,28,30,121.0,4.66,0.99,1462.6
2022-02-21,2022,Shenzhen,China,Asia,28,58,88.3,3.4,0.99,1059.4
2022-02-28,2022,Shenzhen,China,Asia,28,55,77.8,2.99,0.99,941.8
2022-03-07,2022,Shenzhen,China,Asia,28,49,60.5,2.33,0.99,719.8
2022-03-14,2022,Shenzhen,China,Asia,28,58,82.0,3.16,0.99,982.5
2022-03-21,2022,Shenzhen,China,Asia,28,59,111.0,4.27,0.99,1326.2
2022-03-28,2022,Shenzhen,China,Asia,28,46,97.6,3.75,0.99,1178.3
2022-04-04,2022,Shenzhen,China,Asia,28,67,74.7,2.87,0.99,895.4
2022-04-11,2022,Shenzhen,China,Asia,28,17,70.0,2.69,0.99,853.8
2022-04-18,2022,Shenzhen,China,Asia,28,27,90.1,3.47,0.99,1067.6
2022-04-25,2022,Shenzhen,China,Asia,28,25,73.5,2.83,0.99,863.7
2022-05-02,2022,Shenzhen,China,Asia,28,63,84.0,3.23,0.99,992.6
2022-05-09,2022,Shenzhen,China,Asia,28,19,67.9,2.61,0.99,804.8
2022-05-16,2022,Shenzhen,China,Asia,28,73,143.0,5.5,0.99,1728.6
2022-05-23,2022,Shenzhen,China,Asia,28,51,85.9,3.3,0.99,1019.9
2022-05-30,2022,Shenzhen,China,Asia,28,75,71.9,2.76,0.99,864.7
2022-06-06,2022,Shenzhen,China,Asia,28,46,64.4,2.48,0.99,760.3
2022-06-13,2022,Shenzhen,China,Asia,28,72,73.0,2.81,0.99,872.4
2022-06-20,2022,Shenzhen,China,Asia,28,6,70.5,2.71,0.99,847.5
2022-06-27,2022,Shenzhen,China,Asia,28,79,109.4,4.21,0.99,1317.2
2022-07-04,2022,Shenzhen,China,Asia,28,18,29.5,1.13,0.863,357.2
2022-07-11,2022,Shenzhen,China,Asia,28,19,38.6,1.48,0.99,450.4
2022-07-18,2022,Shenzhen,China,Asia,28,11,26.9,1.03,0.749,319.5
2022-07-25,2022,Shenzhen,China,Asia,28,26,32.0,1.23,0.964,391.7
2022-08-01,2022,Shenzhen,China,Asia,28,13,37.8,1.46,0.99,460.0
2022-08-08,2022,Shenzhen,China,Asia,28,22,47.3,1.82,0.99,553.8
2022-08-15,2022,Shenzhen,China,Asia,28,0,32.3,1.24,0.99,392.9
2022-08-22,2022,Shenzhen,China,Asia,28,6,29.9,1.15,0.939,350.4
2022-08-29,2022,Shenzhen,China,Asia,28,8,27.2,1.05,0.821,331.5
2022-09-05,2022,Shenzhen,China,Asia,28,35,47.3,1.82,0.99,575.6
2022-09-12,2022,Shenzhen,China,Asia,28,1,29.7,1.14,0.863,349.7
2022-09-19,2022,Shenzhen,China,Asia,28,7,30.0,1.15,0.881,364.6
2022-09-26,2022,Shenzhen,China,Asia,28,3,53.9,2.07,0.99,640.3
2022-10-03,2022,Shenzhen,China,Asia,28,19,42.5,1.63,0.99,515.7
2022-10-10,2022,Shenzhen,China,Asia,28,22,44.6,1.71,0.99,537.1
2022-10-17,2022,Shenzhen,China,Asia,28,14,33.1,1.27,0.973,404.7
2022-10-24,2022,Shenzhen,China,Asia,28,28,37.4,1.44,0.99,452.0
2022-10-31,2022,Shenzhen,China,Asia,28,23,30.9,1.19,0.946,391.9
2022-11-07,2022,Shenzhen,China,Asia,28,25,37.9,1.46,0.99,454.3
2022-11-14,2022,Shenzhen,China,Asia,28,18,32.9,1.27,0.99,404.0
2022-11-21,2022,Shenzhen,China,Asia,28,14,37.9,1.46,0.99,444.4
2022-11-28,2022,Shenzhen,China,Asia,28,19,53.2,2.04,0.99,640.2
2022-12-05,2022,Shenzhen,China,Asia,28,17,37.9,1.46,0.99,446.6
2022-12-12,2022,Shenzhen,China,Asia,28,28,54.1,2.08,0.99,659.9
2022-12-19,2022,Shenzhen,China,Asia,28,19,31.7,1.22,0.952,370.8
2022-12-26,2022,Shenzhen,China,Asia,28,21,33.5,1.29,0.985,399.5
2023-01-02,2023,Shenzhen,China,Asia,28,34,33.6,1.29,0.935,407.3
2023-01-09,2023,Shenzhen,China,Asia,28,11,32.9,1.27,0.977,400.6
2023-01-16,2023,Shenzhen,China,Asia,28,22,42.1,1.62,0.99,514.9
2023-01-23,2023,Shenzhen,China,Asia,28,15,43.0,1.66,0.99,520.5
2023-01-30,2023,Shenzhen,China,Asia,28,3,28.6,1.1,0.778,344.0
2023-02-06,2023,Shenzhen,China,Asia,28,7,37.8,1.45,0.99,455.0
2023-02-13,2023,Shenzhen,China,Asia,28,29,49.2,1.89,0.99,593.8
2023-02-20,2023,Shenzhen,China,Asia,28,15,41.5,1.6,0.99,498.8
2023-02-27,2023,Shenzhen,China,Asia,28,21,27.3,1.05,0.804,341.7
2023-03-06,2023,Shenzhen,China,Asia,28,11,20.6,0.79,0.676,240.5
2023-03-13,2023,Shenzhen,China,Asia,28,13,33.7,1.3,0.984,406.7
2023-03-20,2023,Shenzhen,China,Asia,28,11,25.4,0.98,0.782,302.9
2023-03-27,2023,Shenzhen,China,Asia,28,20,27.3,1.05,0.849,319.7
2023-04-03,2023,Shenzhen,China,Asia,28,6,25.4,0.98,0.784,306.9
2023-04-10,2023,Shenzhen,China,Asia,28,17,42.8,1.64,0.99,520.5
2023-04-17,2023,Shenzhen,China,Asia,28,16,30.6,1.18,0.855,362.2
2023-04-24,2023,Shenzhen,China,Asia,28,14,45.2,1.74,0.99,523.4
2023-05-01,2023,Shenzhen,China,Asia,28,13,30.5,1.17,0.985,356.8
2023-05-08,2023,Shenzhen,China,Asia,28,31,41.5,1.6,0.99,495.1
2023-05-15,2023,Shenzhen,China,Asia,28,4,36.4,1.4,0.99,446.5
2023-05-22,2023,Shenzhen,China,Asia,28,18,40.0,1.54,0.99,484.6
2023-05-29,2023,Shenzhen,China,Asia,28,15,42.6,1.64,0.99,521.4
2023-06-05,2023,Shenzhen,China,Asia,28,12,41.6,1.6,0.99,496.2
2023-06-12,2023,Shenzhen,China,Asia,28,2,35.6,1.37,0.99,437.9
2023-06-19,2023,Shenzhen,China,Asia,28,13,40.5,1.56,0.99,488.8
2023-06-26,2023,Shenzhen,China,Asia,28,20,33.8,1.3,0.99,414.1
2023-07-03,2023,Shenzhen,China,Asia,28,14,26.4,1.02,0.779,316.6
